2.609132765	0.892907000
2.340375527	0.893059000
2.577881924	0.893194000
2.517411545	0.893329000
2.561787740	0.893462000
2.417408852	0.893594000
2.566709748	0.893725000
2.492098363	0.893856000
2.567334765	0.893988000
2.448894075	0.894119000
2.480535552	0.894250000
2.502879904	0.894382000
2.434206179	0.894514000
2.461394412	0.894645000
2.475613544	0.894777000
2.471238427	0.894907000
2.364360548	0.895039000
2.568975434	0.895169000
2.585850888	0.896711000
2.500145455	0.896899000
2.458425582	0.897039000
2.481707459	0.897174000
2.444909593	0.897307000
2.392876941	0.897439000
2.554365665	0.897573000
2.462253810	0.897706000
2.547802989	0.897837000
2.508973818	0.897969000
2.391548781	0.899600000
2.451941032	0.899813000
2.638430429	0.899951000
2.458738090	0.900085000
2.710698000	0.900217000
2.497176625	0.900352000
2.529286865	0.900656000
2.433815544	0.900799000
2.541396566	0.900932000
2.514598969	0.901064000
2.477801103	0.904709000
2.465769529	0.904931000
2.456550531	0.905074000
2.589210354	0.905208000
2.465535148	0.905341000
2.354594660	0.905473000
2.553818776	0.905608000
2.477176087	0.905739000
2.437487518	0.905870000
2.356391584	0.906004000
2.476629197	0.906137000
2.537802719	0.906268000
2.357875999	0.906400000
2.418033869	0.906531000
2.528427467	0.906663000
2.524677366	0.906794000
2.437096882	0.906925000
2.590460387	0.907057000
2.529755628	0.907189000
2.432253002	0.907321000
2.465457021	0.907452000
2.540537168	0.907583000
2.628977050	0.907715000
2.416002564	0.907846000
2.550849946	0.907977000
2.450534744	0.908109000
2.580694499	0.908241000
2.421080826	0.909028000
2.532333822	0.909211000
2.459363107	0.912685000
2.509130072	0.912887000
2.433034273	0.913030000
2.497723515	0.913164000
2.497098498	0.913297000
2.514286461	0.913434000
2.585538380	0.913567000
2.521161646	0.913957000
2.519520977	0.914123000
2.401080287	0.914261000
2.541474693	0.914395000
2.589600989	0.914528000
2.540927803	0.914659000
2.426471596	0.914790000
2.541943456	0.915912000
2.488192008	0.916087000
2.548193624	0.916223000
2.547177972	0.916355000
2.427643503	0.916629000
2.455222370	0.916771000
2.410846175	0.916904000
2.537490211	0.917036000
2.480926188	0.917169000
2.494285922	0.920711000
2.352797737	0.920917000
2.447565914	0.921057000
2.454050464	0.921191000
2.535693287	0.921323000
2.567725400	0.921455000
2.593897980	0.921587000
2.596085539	0.921720000
2.569209815	0.921853000
2.598116844	0.921985000
2.527099306	0.922116000
2.437721899	0.922248000
2.449440965	0.922379000
2.481238696	0.922510000
2.455691133	0.922642000
2.508817564	0.922773000
2.547568607	0.922906000
2.437253136	0.923038000
2.540849676	0.923169000
2.499207930	0.923300000
2.546240446	0.923432000
2.487488864	0.923563000
2.468347724	0.923694000
2.503348666	0.923826000
2.498426659	0.923958000
2.567491019	0.924090000
2.438346916	0.924221000
2.379126571	0.924582000
2.542490345	0.926750000
2.462175683	0.926943000
2.529833755	0.927087000
2.528349340	0.927221000
2.520692883	0.927353000
2.499989201	0.927485000
2.573584933	0.927617000
2.460769395	0.927749000
2.503739302	0.927881000
2.532021314	0.928015000
2.456706785	0.928148000
2.537880846	0.928280000
2.429674807	0.928412000
2.515302113	0.932807000
2.571631755	0.933012000
2.536240177	0.933152000
2.492098363	0.933285000
2.502801777	0.933422000
2.542646600	0.933555000
2.537880846	0.933687000
2.509833216	0.933818000
2.535537033	0.933949000
2.489520169	0.934080000
2.535537033	0.934212000
2.457331802	0.934343000
2.483191874	0.934476000
2.534599508	0.934607000
2.458972471	0.934738000
2.484051272	0.934869000
2.455300497	0.935001000
2.533115093	0.935132000
2.542568473	0.935264000
2.522333553	0.935395000
2.578428813	0.935527000
2.451003507	0.935658000
2.509755089	0.935790000
2.528193085	0.935921000
2.518505325	0.936052000
2.391705035	0.936183000
2.496004719	0.936315000
2.457956819	0.936522000
2.425221562	0.936660000
2.508426928	0.936792000
2.523114824	0.936924000
2.513661444	0.938573000
2.428268519	0.938781000
2.527568069	0.938920000
2.485848195	0.939053000
2.506317496	0.939185000
2.494832812	0.939319000
2.621086212	0.939451000
2.570459849	0.939582000
2.423268385	0.939715000
2.460847522	0.939847000
2.671400067	0.939979000
2.566553494	0.940608000
2.497098498	0.940774000
2.549756166	0.940910000
2.393970721	0.944651000
2.426549723	0.944889000
2.495770337	0.945039000
2.568584798	0.945175000
2.454987989	0.945308000
2.513817698	0.945440000
2.505458098	0.945575000
2.487176356	0.945706000
2.535146398	0.945837000
2.425846579	0.945974000
2.514598969	0.946107000
2.486941975	0.946239000
2.430612333	0.946371000
2.511473885	0.946501000
2.486629466	0.946633000
2.439050060	0.946765000
2.465925784	0.946896000
2.472722842	0.947028000
2.473425986	0.947161000
2.523271078	0.947292000
2.436393738	0.947423000
2.560772088	0.947554000
2.481473077	0.947685000
2.451081634	0.947817000
2.366391853	0.947948000
2.404986642	0.948079000
2.502645522	0.948212000
2.412096209	0.948343000
2.473972875	0.950021000
2.408892998	0.950194000
2.536083923	0.950332000
2.444753338	0.950465000
2.459597488	0.950597000
2.582569550	0.950730000
2.477176087	0.950863000
2.559600181	0.950994000
2.455066116	0.951125000
2.560147071	0.952704000
2.431315476	0.952907000
2.627727016	0.953043000
2.605851427	0.953177000
2.476082307	0.953309000
2.477019832	0.953444000
2.522489807	0.953577000
2.533036966	0.953708000
2.638899192	0.953839000
2.436784374	0.953973000
2.511473885	0.956679000
2.518114689	0.956889000
2.417877615	0.957029000
2.508270674	0.957165000
2.476160434	0.957297000
2.462722572	0.957428000
2.563350282	0.957563000
2.476863578	0.957697000
2.410689921	0.957829000
2.443112669	0.957959000
2.503192412	0.958090000
2.557256368	0.958222000
2.543115362	0.958353000
2.539287134	0.958484000
2.619211162	0.958616000
2.471550935	0.958748000
2.639680463	0.958879000
2.413580624	0.959011000
2.549599912	0.959142000
2.544131015	0.959273000
2.454128591	0.960572000
2.497879769	0.960763000
2.457956819	0.960903000
2.469675885	0.961037000
2.428502901	0.961170000
2.587725939	0.961302000
2.603116978	0.961435000
2.404205371	0.961567000
2.550615564	0.963136000
2.497567261	0.963323000
2.348891382	0.963460000
2.512411410	0.963593000
2.575538110	0.963725000
2.390142493	0.963857000
2.390220620	0.963991000
2.525693018	0.964122000
2.517567799	0.964253000
2.473347858	0.964384000
2.518505325	0.967967000
2.504833081	0.968150000
2.502098633	0.968287000
2.511395758	0.968531000
2.547568607	0.968680000
2.514833351	0.968817000
2.403892863	0.968949000
2.467800834	0.969083000
2.507567530	0.969216000
2.581241389	0.969348000
2.427018486	0.969480000
2.441628254	0.969611000
2.523036697	0.969745000
2.532099441	0.969876000
2.508661309	0.970008000
2.485535687	0.970139000
2.440221966	0.970272000
2.486395085	0.970404000
2.400533398	0.970536000
2.429831062	0.970667000
2.629523939	0.970799000
2.480769933	0.970929000
2.560381452	0.971061000
2.567647273	0.971193000
2.601320055	0.972640000
2.571162993	0.972862000
2.506630005	0.973010000
2.432956146	0.973144000
2.413580624	0.973277000
