Current:	100uA
Nodes:		32
Cycles:		10
Elapsed time:	0.67466 seconds
Frequency:	14.82235 Hz

0.000000000	2.372407675	2.246466637	2.152792454	2.100603342	2.075602770	2.047945738	2.013413668	2.015366793	2.016538620	2.000756979	2.055992842	2.044195652	2.036382914	2.036148548	2.045367479	2.007397890	2.007866621	2.014116764	2.021851301	2.036539316	2.042398691	2.034976721	0.002031305	0.003671974	0.367509902	0.000000000	1.048387647	1.447851539	1.669888735	1.819580197	1.911613941
1.964818597	2.004350901	2.541552782	0.000000000	2.574991226	2.569756746	2.558115721	2.547255993	2.546240330	2.524052382	2.520302296	2.516161442	2.521083593	2.519130230	2.524911642	2.521630526	2.512411356	2.492020130	2.487098217	2.487879515	2.487176418	2.488816977	2.488270044	2.474363565	0.002187559	0.005547024	0.339774787	0.000000000	1.091435671	1.799657822	2.057633638	2.205215693
2.306937218	2.372407675	2.413111925	2.416002512	2.475379229	2.806794405	0.000000000	2.715151310	2.643586874	2.604054451	2.578506947	2.562647104	2.551240683	2.545068502	2.539287090	2.527177334	2.532880783	2.534443140	2.533583879	2.528036833	2.528036833	2.526865005	2.525224209	2.522802353	2.507958174	0.002265686	0.000078127	0.337430954	0.000000000	1.083232284	1.677232623	1.991538048
2.187402725	2.308968544	2.386704922	2.441706419	2.472957134	2.482957602	2.466316462	2.522099257	2.808591366	0.000000000	2.718041897	2.649837017	2.603663921	2.577413082	2.558506489	2.550928116	2.543349743	2.529755592	2.531005621	2.530380726	2.529833794	2.528661966	2.529365063	2.527411699	2.524989843	2.509598732	0.002265686	0.001718796	0.340009153	0.000000000	1.138311863	1.639340997
1.951224446	2.155604839	2.288499117	2.372876406	2.429284096	2.463269472	2.482019901	2.496160984	2.486629486	2.482332468	2.532333851	2.817732096	0.000000000	2.725229740	2.648508787	2.603820086	2.573585033	2.558506489	2.548115492	2.534990072	2.533036947	2.526161671	2.525380611	2.524442911	2.526318073	2.522099257	2.506786346	0.002187559	0.006718931	0.338759124	0.000000000	1.202610493
1.668560505	1.965756059	2.159433126	2.286311626	2.370063782	2.426627874	2.457331896	2.477644920	2.492567062	2.503036261	2.494832754	2.496239185	2.489832640	2.533896446	2.798903465	0.000000000	2.708354235	2.640774250	2.594913721	2.570694208	2.553271770	2.541943550	2.541162252	2.529989958	2.522958517	2.520536661	2.519520998	2.503973722	0.002343813	0.003906355	0.337274700	0.000000000
1.184641242	1.658560276	1.964037299	2.161620617	2.289514780	2.374516964	2.431081057	2.466706991	2.482801199	2.498661041	2.508036375	2.514364481	2.498817205	2.506161213	2.507489443	2.497567177	2.538662195	2.804137945	0.000000000	2.714604378	2.645930529	2.603507519	2.574444294	2.552178144	2.550928116	2.542568445	2.532490015	2.524989843	0.000000000	0.002265686	0.001484415	0.337274700
0.000000000	1.367458701	1.773172736	2.031461000	2.200527906	2.311780930	2.383892298	2.437409401	2.466003895	2.483426332	2.495770454	2.507567644	2.513583422	2.517177105	2.507645607	2.514989614	2.518739700	2.514052153	2.501473665	2.542255878	2.829138756	0.000000000	2.730776548	2.653587103	2.605695248	2.570147276	2.561553240	2.549209356	2.539834023	2.531005621	0.002343813	0.007500202
0.335087150	0.000000000	1.200423002	1.678873301	1.981615901	2.175917864	2.298811913	2.379126549	2.432721853	2.465613365	2.482254267	2.496317148	2.504755020	2.512567759	2.516161442	2.518739700	2.475379229	2.493504763	2.506239414	2.513817787	2.510458231	2.500536203	2.542177916	2.851561069	0.000000000	2.746948957	2.664056063	2.604913950	2.580850840	2.560928345	2.549443722	2.539599657
2.280217648	2.251623154	2.283499002	2.338891029	2.394908190	2.441159487	2.476394892	2.502098560	2.518192768	2.526005507	2.536474466	2.542881012	2.546005964	2.544834137	2.523974180	0.002343813	0.000468763	0.621423006	0.000000000	1.419569492	1.888253927	2.162792683	2.320062399	2.406549215	2.446472168	2.522880554	2.812575817	0.000000000	2.735464334	2.663040400	2.626867533	2.598507404
2.582100868	2.564131498	2.548428059	2.533896446	2.525146246	2.523349285	2.525536776	2.530224323	2.537177801	2.540302753	2.540380955	2.541787148	2.545302868	2.545302868	2.541630983	2.521474123	0.002265686	0.005781406	0.335868418	0.000000000	1.071747661	1.603949428	1.945208669	2.164980173	2.306233883	2.395767689	2.443815708	2.466472626	2.525614977	2.814919472	0.000000000	2.722885847
2.660618544	2.609210968	2.583741426	2.567256689	2.561162710	2.554287434	2.548271656	2.544521570	2.542099714	2.545849800	2.544990301	2.540849686	2.539990187	2.539990187	2.540771484	2.538349628	2.514677048	0.002343813	0.006797058	0.338368475	0.000000000	1.076825857	1.564729691	1.908254504	2.133026123	2.273811340	2.366079330	2.429206133	2.466785192	2.485926390	2.486160755	2.539912224
