0.00000	1.86568	1.61168	1.46910	1.38933	1.30769	1.22402	1.15362	1.08386	0.96714	0.74025	0.00000	0.70283	1.00268	1.38371	1.88841
1.81591	0.00000	1.72989	1.49871	1.37597	1.25113	1.12128	1.00940	0.89698	0.67861	0.00000	0.68588	0.89612	1.05464	1.30121	1.59020
1.55864	1.72911	0.00000	1.68372	1.47160	1.26925	1.05753	0.86752	0.65142	0.00000	0.67892	0.90924	1.02112	1.11581	1.26871	1.43957
1.44473	1.53629	1.72458	0.00000	1.75466	1.37519	1.02268	0.65846	0.00000	0.69471	0.93471	1.05972	1.12480	1.17988	1.27480	1.37683
0.55767	0.94104	1.28660	1.72591	0.00000	1.76388	1.54262	1.42988	1.35121	1.25566	1.15527	1.05987	0.99034	0.91252	0.70557	0.00000
0.68963	0.86963	1.07964	1.33269	1.57489	0.00000	1.56957	1.36371	1.23105	1.07948	0.92010	0.76510	0.64838	0.50829	0.00000	0.51345
0.82737	0.93565	1.06854	1.22441	1.35988	1.57645	0.00000	1.64301	1.38363	1.12519	0.87135	0.60619	0.37962	0.00000	0.51931	0.72908
0.94784	1.02472	1.11941	1.22777	1.31574	1.44910	1.72411	0.00000	1.69419	1.27308	0.91167	0.49642	0.00000	0.45837	0.73463	0.87870
0.94042	0.84534	0.65603	0.00000	0.62447	1.00589	1.35863	1.72208	0.00000	1.68544	1.44637	1.32269	1.25714	1.19964	1.10644	1.00550
0.63978	0.46650	0.00000	0.51314	0.72244	0.92581	1.13425	1.32722	1.54418	0.00000	1.51770	1.28660	1.17464	1.07925	0.92659	0.75611
0.41298	0.00000	0.49829	0.72814	0.85127	0.97604	1.10659	1.21800	1.33011	1.54809	0.00000	1.54278	1.33113	1.17003	0.92557	0.63642
0.00000	0.74338	0.99628	1.14222	1.21925	1.30324	1.38801	1.45770	1.52535	1.64356	1.87044	0.00000	1.90810	1.60723	1.22581	0.72104
1.47059	1.39129	1.29613	1.18769	1.09839	0.96643	0.69158	0.00000	0.72275	1.14237	1.50371	1.91888	0.00000	1.95482	1.68106	1.53723
1.70091	1.59262	1.45926	1.30113	1.16784	0.95042	0.00000	0.88690	1.14433	1.40277	1.65606	1.92130	2.14685	0.00000	2.00904	1.79856
1.44590	1.26175	1.05183	0.79846	0.55619	0.00000	0.56392	0.76799	0.89901	1.05237	1.21167	1.36691	1.48324	1.62223	0.00000	1.61614
1.81450	1.43262	1.08847	0.64689	0.00000	0.61244	0.83315	0.94682	1.02503	1.12058	1.22058	1.31652	1.38574	1.46402	1.66926	0.00000
0.00000	1.86943	1.61403	1.46926	1.38941	1.30746	1.22355	1.15105	1.08526	0.96659	0.73924	0.00000	0.70314	1.00292	1.38379	1.88825
1.81583	0.00000	1.72669	1.49871	1.37621	1.25121	1.12144	1.00932	0.89690	0.67932	0.00000	0.68588	0.89581	1.05659	1.30082	1.59004
1.55848	1.72895	0.00000	1.68364	1.47160	1.26933	1.05956	0.86776	0.65111	0.00000	0.67932	0.90940	1.01893	1.11612	1.26863	1.43980
1.44465	1.53606	1.72450	0.00000	1.75442	1.37519	1.02284	0.65861	0.00000	0.69455	0.93487	1.05956	1.12495	1.18206	1.27511	1.37644
0.55939	0.94026	1.28683	1.72802	0.00000	1.76458	1.54301	1.42941	1.34886	1.25660	1.15558	1.05972	0.99042	0.91198	0.70580	0.00000
0.68549	0.86932	1.07956	1.33238	1.57465	0.00000	1.56926	1.36371	1.23261	1.07933	0.91995	0.76471	0.64799	0.50829	0.00000	0.51634
0.82698	0.93542	1.06815	1.22441	1.35996	1.57653	0.00000	1.64028	1.38379	1.12534	0.87120	0.60642	0.38001	0.00000	0.51947	0.72705
0.94792	1.02503	1.12003	1.22816	1.31769	1.44902	1.72387	0.00000	1.69411	1.27300	0.91159	0.49587	0.00000	0.46157	0.73455	0.87885
0.93987	0.84534	0.65627	0.00000	0.62814	1.00573	1.35863	1.72059	0.00000	1.68755	1.44676	1.32261	1.25707	1.19738	1.10620	1.00557
0.63986	0.46658	0.00000	0.51306	0.72369	0.92596	1.13620	1.32769	1.54418	0.00000	1.51770	1.28644	1.17222	1.07831	0.92690	0.75596
0.41259	0.00000	0.49814	0.72822	0.85135	0.97596	1.10659	1.21738	1.32808	1.54770	0.00000	1.54262	1.33066	1.16995	0.92526	0.63705
0.00000	0.74385	0.99675	1.14183	1.22144	1.30316	1.38801	1.45793	1.52504	1.64364	1.87068	0.00000	1.90583	1.60700	1.22581	0.72111
1.46668	1.39168	1.29621	1.18792	1.09839	0.96432	0.69236	0.00000	0.72229	1.14261	1.50387	1.91888	0.00000	1.95466	1.68098	1.53739
1.70255	1.59239	1.45918	1.30324	1.16784	0.95034	0.00000	0.88620	1.14409	1.40215	1.65567	1.92091	2.14654	0.00000	2.00880	1.79833
1.44543	1.26183	1.04964	0.79854	0.55720	0.00000	0.56423	0.76830	0.89916	1.05268	1.21160	1.36730	1.48316	1.62215	0.00000	1.61629
1.81427	1.43269	1.08808	0.64674	0.00000	0.61267	0.83315	0.94682	1.02495	1.12058	1.22089	1.31652	1.38566	1.46238	1.66926	0.00000
0.00000	1.86669	1.61184	1.46957	1.38957	1.30761	1.22402	1.15323	1.08565	0.96706	0.74041	0.00000	0.70299	1.00276	1.38379	1.88825
1.81575	0.00000	1.72684	1.49863	1.37582	1.25136	1.12120	1.00932	0.89682	0.67932	0.00000	0.68611	0.89581	1.05659	1.30074	1.58996
1.55856	1.72911	0.00000	1.68372	1.47160	1.26738	1.06058	0.86760	0.65127	0.00000	0.67932	0.90917	1.02120	1.11597	1.26878	1.43957
1.44113	1.53637	1.72473	0.00000	1.75458	1.37480	1.02276	0.65869	0.00000	0.69510	0.93471	1.05979	1.12503	1.18191	1.27519	1.37660
0.55962	0.94018	1.28683	1.72778	0.00000	1.76192	1.54293	1.42941	1.35105	1.25558	1.15511	1.05972	0.98815	0.91198	0.70541	0.00000
0.68939	0.86963	1.07964	1.33254	1.57465	0.00000	1.56918	1.36355	1.23246	1.07917	0.91979	0.76486	0.64791	0.50814	0.00000	0.51673
0.82713	0.93549	1.06823	1.22456	1.35855	1.57621	0.00000	1.64278	1.38332	1.12526	0.86916	0.60603	0.37985	0.00000	0.51955	0.72932
0.94862	1.02518	1.11956	1.22824	1.31777	1.44910	1.72387	0.00000	1.69403	1.27308	0.91151	0.49579	0.00000	0.46173	0.73432	0.87893
0.93963	0.84541	0.65611	0.00000	0.62806	1.00565	1.35644	1.72302	0.00000	1.68817	1.44699	1.32254	1.25722	1.19956	1.10651	1.00542
0.63994	0.46665	0.00000	0.51330	0.72400	0.92612	1.13644	1.32777	1.54410	0.00000	1.51793	1.28660	1.17488	1.07948	0.92659	0.75604
0.41251	0.00000	0.49837	0.72604	0.85112	0.97596	1.10651	1.21824	1.32808	1.54848	0.00000	1.54121	1.33105	1.16995	0.92542	0.63728
0.00000	0.74385	0.99643	1.14183	1.22167	1.30332	1.38816	1.45777	1.52512	1.64364	1.87060	0.00000	1.90810	1.60707	1.22363	0.72080
1.47035	1.39113	1.29621	1.18808	1.09847	0.96651	0.69182	0.00000	0.71955	1.14230	1.50371	1.91896	0.00000	1.95466	1.68098	1.53731
1.70309	1.59270	1.45934	1.30347	1.16784	0.95057	0.00000	0.88635	1.14417	1.40262	1.65637	1.92122	2.14678	0.00000	2.00646	1.79864
1.44559	1.26167	1.05167	0.79838	0.55650	0.00000	0.56072	0.76744	0.89885	1.05245	1.21152	1.36683	1.48301	1.62239	0.00000	1.61614
1.81778	1.43480	1.08823	0.64666	0.00000	0.61228	0.83315	0.94674	1.02487	1.12034	1.22081	1.31652	1.38551	1.46223	1.66950	0.00000
0.00000	1.86857	1.61379	1.46934	1.38730	1.30714	1.22386	1.15316	1.08589	0.96690	0.73979	0.00000	0.70299	1.00081	1.38418	1.88661
1.81552	0.00000	1.72973	1.49848	1.37605	1.25113	1.12136	1.00932	0.89682	0.67892	0.00000	0.68572	0.89596	1.05651	1.30082	1.58973
1.55817	1.72880	0.00000	1.68348	1.47168	1.26730	1.05925	0.86791	0.65127	0.00000	0.67916	0.90924	1.02112	1.11534	1.26652	1.43949
1.44098	1.53551	1.72442	0.00000	1.75450	1.37504	1.02276	0.65869	0.00000	0.69494	0.93268	1.05933	1.12503	1.18198	1.27519	1.37660
0.56009	0.94018	1.28683	1.72809	0.00000	1.76450	1.54309	1.42957	1.35136	1.25597	1.15542	1.05972	0.99050	0.91174	0.70572	0.00000
0.68939	0.86807	1.08011	1.33316	1.57489	0.00000	1.56950	1.36199	1.23292	1.07956	0.92034	0.76580	0.64853	0.50869	0.00000	0.51720
0.82783	0.93534	1.06823	1.22441	1.35980	1.57645	0.00000	1.64293	1.38347	1.12487	0.87104	0.60611	0.37962	0.00000	0.51931	0.72893
0.94799	1.02307	1.11995	1.22808	1.31550	1.44887	1.72387	0.00000	1.69426	1.27300	0.91143	0.49697	0.00000	0.46173	0.73455	0.87893
0.94026	0.84534	0.65596	0.00000	0.62791	1.00589	1.35855	1.72192	0.00000	1.68840	1.44691	1.32246	1.25714	1.19972	1.10651	1.00518
0.63963	0.46322	0.00000	0.51025	0.72408	0.92588	1.13651	1.32761	1.54410	0.00000	1.51785	1.28644	1.17441	1.07925	0.92643	0.75611
0.41314	0.00000	0.49837	0.72838	0.85119	0.97589	1.10675	1.21800	1.33035	1.54793	0.00000	1.54262	1.33074	1.16995	0.92542	0.63627
0.00000	0.74346	0.99643	1.13933	1.22128	1.30308	1.38769	1.45668	1.52512	1.64356	1.87075	0.00000	1.90810	1.60723	1.22605	0.72104
1.47035	1.39121	1.29621	1.18800	1.09847	0.96651	0.69166	0.00000	0.71979	1.14300	1.50387	1.91904	0.00000	1.95482	1.68106	1.53746
1.70270	1.59254	1.45957	1.30332	1.16777	0.95034	0.00000	0.88307	1.14433	1.40285	1.65606	1.92091	2.14654	0.00000	2.00888	1.79833
1.44582	1.26152	1.05159	0.79838	0.55603	0.00000	0.56392	0.76572	0.89932	1.05245	1.21144	1.36730	1.48285	1.62223	0.00000	1.61614
1.81739	1.43480	1.08800	0.64681	0.00000	0.61220	0.83088	0.94643	1.02495	1.12073	1.22089	1.31636	1.38558	1.46410	1.66911	0.00000
0.00000	1.86685	1.61426	1.46918	1.38707	1.30652	1.22363	1.15355	1.08612	0.96682	0.74033	0.00000	0.70314	1.00268	1.38215	1.88841
1.81552	0.00000	1.72966	1.49856	1.37590	1.25105	1.12097	1.00917	0.89682	0.67853	0.00000	0.68572	0.89549	1.05628	1.30066	1.58973
1.55793	1.72872	0.00000	1.68325	1.46957	1.26863	1.05956	0.86760	0.65088	0.00000	0.67916	0.90917	1.02104	1.11378	1.26855	1.43957
1.44457	1.53590	1.72458	0.00000	1.75466	1.37512	1.02284	0.65869	0.00000	0.69510	0.93510	1.05972	1.12487	1.18191	1.27519	1.37668
0.55947	0.94026	1.28668	1.72622	0.00000	1.76442	1.54324	1.42957	1.35105	1.25589	1.15323	1.05948	0.99034	0.91237	0.70564	0.00000
0.69025	0.87065	1.08034	1.33332	1.57567	0.00000	1.57035	1.36441	1.23363	1.08019	0.92120	0.76580	0.64900	0.50915	0.00000	0.51751
0.82705	0.93534	1.06839	1.22417	1.36011	1.57629	0.00000	1.64286	1.38137	1.12495	0.87135	0.60697	0.37993	0.00000	0.51947	0.72908
0.94878	1.02526	1.11956	1.22808	1.31761	1.44895	1.72380	0.00000	1.69434	1.27277	0.91167	0.49603	0.00000	0.46173	0.73447	0.87885
0.93979	0.84549	0.65619	0.00000	0.62791	1.00495	1.35660	1.72216	0.00000	1.68848	1.44668	1.32238	1.25714	1.19972	1.10651	1.00534
0.64017	0.46665	0.00000	0.51322	0.72377	0.92604	1.13628	1.32777	1.54426	0.00000	1.51785	1.28636	1.17417	1.07909	0.92659	0.75619
